Time: 2025-01-07 00:00:00, Timestep: 1, Round: 1, Target Node: 0, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 1, Current Connections: 2, Cumulative Connections: 2/7, Connected Sats: [5, 7], Missing Sats: [1, 2, 3, 4, 6], Round Complete: False
1,0,1,1,0,0,0,1
0,0,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:08:00, Timestep: 9, Round: 1, Target Node: 0, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 9, Current Connections: 3, Cumulative Connections: 3/7, Connected Sats: [3, 5, 7], Missing Sats: [1, 2, 4, 6], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,0,1,1,1,1
1,0,0,0,0,1,0,0
0,1,1,0,0,0,1,1
1,0,1,1,0,0,0,1
0,0,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:09:00, Timestep: 10, Round: 1, Target Node: 0, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 10, Current Connections: 3, Cumulative Connections: 3/7, Connected Sats: [3, 5, 7], Missing Sats: [1, 2, 4, 6], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,0,1,1,1,1
1,0,0,0,0,1,0,0
0,1,1,0,0,0,1,1
1,0,1,1,0,0,0,1
0,0,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:10:00, Timestep: 11, Round: 1, Target Node: 0, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 11, Current Connections: 3, Cumulative Connections: 3/7, Connected Sats: [3, 5, 7], Missing Sats: [1, 2, 4, 6], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,0,1,1,1,1
1,0,0,0,0,1,0,0
0,1,1,0,0,0,1,0
1,0,1,1,0,0,0,1
0,0,1,0,1,0,0,1
1,0,1,0,0,1,1,0
Time: 2025-01-07 00:11:00, Timestep: 12, Round: 1, Target Node: 0, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 12, Current Connections: 3, Cumulative Connections: 3/7, Connected Sats: [3, 5, 7], Missing Sats: [1, 2, 4, 6], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,0,1,1,1,1
1,0,0,0,0,1,0,0
0,1,1,0,0,0,1,0
1,0,1,1,0,0,0,1
0,0,1,0,1,0,0,1
1,0,1,0,0,1,1,0
Time: 2025-01-07 00:12:00, Timestep: 13, Round: 1, Target Node: 0, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 13, Current Connections: 3, Cumulative Connections: 3/7, Connected Sats: [3, 5, 7], Missing Sats: [1, 2, 4, 6], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,0,1,1,1,1
1,0,0,0,0,1,0,0
0,1,1,0,0,0,1,0
1,0,1,1,0,0,0,1
0,0,1,0,1,0,0,1
1,0,1,0,0,1,1,0
Time: 2025-01-07 00:13:00, Timestep: 14, Round: 1, Target Node: 0, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 14, Current Connections: 3, Cumulative Connections: 3/7, Connected Sats: [3, 5, 7], Missing Sats: [1, 2, 4, 6], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,0,1,1,1,1
1,0,0,0,0,1,0,1
0,1,1,0,0,1,1,0
1,0,1,1,1,0,0,1
0,0,1,0,1,0,0,1
1,0,1,1,0,1,1,0
Time: 2025-01-07 00:14:00, Timestep: 15, Round: 1, Target Node: 0, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 15, Current Connections: 3, Cumulative Connections: 3/7, Connected Sats: [3, 5, 7], Missing Sats: [1, 2, 4, 6], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,0,1,1,1,1
1,0,0,0,0,1,0,1
0,1,1,0,0,1,0,0
1,0,1,1,1,0,0,1
0,0,1,0,0,0,0,1
1,0,1,1,0,1,1,0
Time: 2025-01-07 00:15:00, Timestep: 16, Round: 1, Target Node: 0, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 16, Current Connections: 3, Cumulative Connections: 3/7, Connected Sats: [3, 5, 7], Missing Sats: [1, 2, 4, 6], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,0,1,1,1,1
1,0,0,0,0,1,0,1
0,1,1,0,0,1,0,0
1,0,1,1,1,0,0,1
0,0,1,0,0,0,0,1
1,0,1,1,0,1,1,0
Time: 2025-01-07 00:16:00, Timestep: 17, Round: 1, Target Node: 0, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 17, Current Connections: 3, Cumulative Connections: 3/7, Connected Sats: [3, 5, 7], Missing Sats: [1, 2, 4, 6], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,0,1,1,1,1
1,0,0,0,0,1,0,1
0,1,1,0,0,1,0,0
1,0,1,1,1,0,0,1
0,0,1,0,0,0,0,1
1,0,1,1,0,1,1,0
Time: 2025-01-07 00:17:00, Timestep: 18, Round: 1, Target Node: 0, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 18, Current Connections: 3, Cumulative Connections: 3/7, Connected Sats: [3, 5, 7], Missing Sats: [1, 2, 4, 6], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,0,1,1,1,1
1,0,0,0,0,1,0,1
0,1,1,0,0,1,0,0
1,0,1,1,1,0,0,1
0,0,1,0,0,0,0,1
1,0,1,1,0,1,1,0
Time: 2025-01-07 00:18:00, Timestep: 19, Round: 1, Target Node: 0, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 19, Current Connections: 3, Cumulative Connections: 3/7, Connected Sats: [3, 5, 7], Missing Sats: [1, 2, 4, 6], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,0,1,1,1,1
1,0,0,0,0,1,0,1
0,1,1,0,0,1,0,0
1,0,1,1,1,0,0,1
0,0,1,0,0,0,0,1
1,0,1,1,0,1,1,0
Time: 2025-01-07 00:19:00, Timestep: 20, Round: 1, Target Node: 0, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 20, Current Connections: 3, Cumulative Connections: 3/7, Connected Sats: [3, 5, 7], Missing Sats: [1, 2, 4, 6], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,0,1,1,1,1
1,0,0,0,0,1,0,1
0,1,1,0,0,1,0,0
1,0,1,1,1,0,0,1
0,0,1,0,0,0,0,1
1,0,1,1,0,1,1,0
Time: 2025-01-07 00:20:00, Timestep: 21, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 1, Current Connections: 2, Cumulative Connections: 2/7, Connected Sats: [2, 4], Missing Sats: [0, 3, 5, 6, 7], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,0,1,1,1,1
1,0,0,0,0,1,0,1
0,1,1,0,0,1,0,0
1,0,1,1,1,0,0,1
0,0,1,0,0,0,0,1
1,0,1,1,0,1,1,0
Time: 2025-01-07 00:21:00, Timestep: 22, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 2, Current Connections: 2, Cumulative Connections: 2/7, Connected Sats: [2, 4], Missing Sats: [0, 3, 5, 6, 7], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,0,1,1,1,1
1,0,0,0,0,1,0,1
0,1,1,0,0,1,0,0
1,0,1,1,1,0,0,1
0,0,1,0,0,0,0,1
1,0,1,1,0,1,1,0
Time: 2025-01-07 00:22:00, Timestep: 23, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 3, Current Connections: 2, Cumulative Connections: 2/7, Connected Sats: [2, 4], Missing Sats: [0, 3, 5, 6, 7], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,0,1,1,1,1
1,0,0,0,0,1,0,1
0,1,1,0,0,1,0,0
1,0,1,1,1,0,0,1
0,0,1,0,0,0,0,1
1,0,1,1,0,1,1,0
Time: 2025-01-07 00:23:00, Timestep: 24, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 4, Current Connections: 2, Cumulative Connections: 2/7, Connected Sats: [2, 4], Missing Sats: [0, 3, 5, 6, 7], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,0,1,1,1,1
1,0,0,0,0,1,1,1
0,1,1,0,0,1,0,0
1,0,1,1,1,0,0,1
0,0,1,1,0,0,0,1
1,0,1,1,0,1,1,0
Time: 2025-01-07 00:24:00, Timestep: 25, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 5, Current Connections: 2, Cumulative Connections: 2/7, Connected Sats: [2, 4], Missing Sats: [0, 3, 5, 6, 7], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,0,1,1,1,1
1,0,0,0,0,1,1,1
0,1,1,0,0,1,0,0
1,0,1,1,1,0,0,1
0,0,1,1,0,0,0,1
1,0,1,1,0,1,1,0
Time: 2025-01-07 00:25:00, Timestep: 26, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 6, Current Connections: 2, Cumulative Connections: 2/7, Connected Sats: [2, 4], Missing Sats: [0, 3, 5, 6, 7], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,0,1,0,1,1
1,0,0,0,0,1,1,1
0,1,1,0,0,1,0,0
1,0,0,1,1,0,0,1
0,0,1,1,0,0,0,1
1,0,1,1,0,1,1,0
Time: 2025-01-07 00:26:00, Timestep: 27, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 7, Current Connections: 2, Cumulative Connections: 2/7, Connected Sats: [2, 4], Missing Sats: [0, 3, 5, 6, 7], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,0,1,0,1,1
1,0,0,0,0,1,1,1
0,1,1,0,0,1,0,0
1,0,0,1,1,0,0,1
0,0,1,1,0,0,0,1
1,0,1,1,0,1,1,0
Time: 2025-01-07 00:27:00, Timestep: 28, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 8, Current Connections: 2, Cumulative Connections: 2/7, Connected Sats: [2, 4], Missing Sats: [0, 3, 5, 6, 7], Round Complete: False
0,0,0,1,0,1,0,1
0,0,1,0,1,0,0,0
0,1,0,1,1,0,1,1
1,0,1,0,0,0,1,1
0,1,1,0,0,1,0,0
1,0,0,0,1,0,0,1
0,0,1,1,0,0,0,1
1,0,1,1,0,1,1,0
Time: 2025-01-07 00:28:00, Timestep: 29, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 9, Current Connections: 2, Cumulative Connections: 2/7, Connected Sats: [2, 4], Missing Sats: [0, 3, 5, 6, 7], Round Complete: False
0,0,0,1,1,1,0,1
0,0,1,0,1,0,0,0
0,1,0,1,1,0,1,1
1,0,1,0,0,0,1,1
1,1,1,0,0,1,0,0
1,0,0,0,1,0,0,1
0,0,1,1,0,0,0,1
1,0,1,1,0,1,1,0
Time: 2025-01-07 00:29:00, Timestep: 30, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 10, Current Connections: 2, Cumulative Connections: 2/7, Connected Sats: [2, 4], Missing Sats: [0, 3, 5, 6, 7], Round Complete: False
0,0,0,1,1,1,0,1
0,0,1,0,1,0,0,0
0,1,0,1,1,0,1,1
1,0,1,0,0,0,1,1
1,1,1,0,0,1,0,1
1,0,0,0,1,0,0,1
0,0,1,1,0,0,0,1
1,0,1,1,1,1,1,0
Time: 2025-01-07 00:30:00, Timestep: 31, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 11, Current Connections: 3, Cumulative Connections: 3/7, Connected Sats: [2, 4, 6], Missing Sats: [0, 3, 5, 7], Round Complete: False
0,0,0,1,1,1,0,1
0,0,1,0,1,0,1,0
0,1,0,1,1,0,1,1
1,0,1,0,0,0,1,1
1,1,1,0,0,1,0,1
1,0,0,0,1,0,0,1
0,1,1,1,0,0,0,1
1,0,1,1,1,1,1,0
Time: 2025-01-07 00:31:00, Timestep: 32, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 12, Current Connections: 3, Cumulative Connections: 3/7, Connected Sats: [2, 4, 6], Missing Sats: [0, 3, 5, 7], Round Complete: False
0,0,0,1,1,1,0,1
0,0,1,0,1,0,1,0
0,1,0,1,1,0,1,1
1,0,1,0,0,0,1,1
1,1,1,0,0,1,0,1
1,0,0,0,1,0,0,1
0,1,1,1,0,0,0,1
1,0,1,1,1,1,1,0
Time: 2025-01-07 00:32:00, Timestep: 33, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 13, Current Connections: 2, Cumulative Connections: 3/7, Connected Sats: [2, 4, 6], Missing Sats: [0, 3, 5, 7], Round Complete: False
0,0,0,1,1,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
1,0,1,0,0,0,1,1
1,0,1,0,0,1,0,1
1,0,0,0,1,0,0,1
0,1,1,1,0,0,0,1
1,0,1,1,1,1,1,0
Time: 2025-01-07 00:33:00, Timestep: 34, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 14, Current Connections: 2, Cumulative Connections: 3/7, Connected Sats: [2, 4, 6], Missing Sats: [0, 3, 5, 7], Round Complete: False
0,0,0,1,1,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
1,0,1,0,0,0,1,1
1,0,1,0,0,1,0,1
1,0,0,0,1,0,0,1
0,1,1,1,0,0,0,1
1,0,1,1,1,1,1,0
Time: 2025-01-07 00:34:00, Timestep: 35, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 15, Current Connections: 2, Cumulative Connections: 3/7, Connected Sats: [2, 4, 6], Missing Sats: [0, 3, 5, 7], Round Complete: False
0,0,0,1,1,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
1,0,1,0,0,0,1,1
1,0,1,0,0,1,0,1
1,0,0,0,1,0,0,1
0,1,1,1,0,0,0,1
1,0,1,1,1,1,1,0
Time: 2025-01-07 00:35:00, Timestep: 36, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 16, Current Connections: 2, Cumulative Connections: 3/7, Connected Sats: [2, 4, 6], Missing Sats: [0, 3, 5, 7], Round Complete: False
0,0,0,1,1,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
1,0,1,0,0,0,1,1
1,0,1,0,0,1,1,1
1,0,0,0,1,0,0,1
0,1,1,1,1,0,0,1
1,0,1,1,1,1,1,0
Time: 2025-01-07 00:36:00, Timestep: 37, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 17, Current Connections: 2, Cumulative Connections: 3/7, Connected Sats: [2, 4, 6], Missing Sats: [0, 3, 5, 7], Round Complete: False
0,0,0,1,1,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
1,0,1,0,0,0,1,1
1,0,1,0,0,1,1,1
1,0,0,0,1,0,0,1
0,1,1,1,1,0,0,1
1,0,1,1,1,1,1,0
Time: 2025-01-07 00:37:00, Timestep: 38, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 18, Current Connections: 2, Cumulative Connections: 3/7, Connected Sats: [2, 4, 6], Missing Sats: [0, 3, 5, 7], Round Complete: False
0,0,0,1,1,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
1,0,1,0,0,0,1,1
1,0,1,0,0,1,1,1
1,0,0,0,1,0,0,1
0,1,1,1,1,0,0,1
1,0,1,1,1,1,1,0
Time: 2025-01-07 00:38:00, Timestep: 39, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 19, Current Connections: 2, Cumulative Connections: 3/7, Connected Sats: [2, 4, 6], Missing Sats: [0, 3, 5, 7], Round Complete: False
0,0,0,1,1,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
1,0,1,0,0,0,1,1
1,0,1,0,0,1,1,1
1,0,0,0,1,0,0,1
0,1,1,1,1,0,0,1
1,0,1,1,1,1,1,0
Time: 2025-01-07 00:39:00, Timestep: 40, Round: 2, Target Node: 1, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 20, Current Connections: 2, Cumulative Connections: 3/7, Connected Sats: [2, 4, 6], Missing Sats: [0, 3, 5, 7], Round Complete: False
0,0,0,0,1,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
0,0,1,0,0,0,1,1
1,0,1,0,0,1,1,1
1,0,0,0,1,0,0,1
0,1,1,1,1,0,0,1
1,0,1,1,1,1,1,0
Time: 2025-01-07 00:40:00, Timestep: 41, Round: 3, Target Node: 2, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 1, Current Connections: 5, Cumulative Connections: 5/7, Connected Sats: [1, 3, 4, 6, 7], Missing Sats: [0, 5], Round Complete: False
0,0,0,0,1,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
0,0,1,0,0,0,0,0
1,0,1,0,0,1,1,1
1,0,0,0,1,0,0,1
0,1,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:41:00, Timestep: 42, Round: 3, Target Node: 2, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 2, Current Connections: 5, Cumulative Connections: 5/7, Connected Sats: [1, 3, 4, 6, 7], Missing Sats: [0, 5], Round Complete: False
0,0,0,0,1,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
0,0,1,0,0,0,0,0
1,0,1,0,0,1,1,1
1,0,0,0,1,0,0,1
0,1,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:42:00, Timestep: 43, Round: 3, Target Node: 2, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 3, Current Connections: 5, Cumulative Connections: 5/7, Connected Sats: [1, 3, 4, 6, 7], Missing Sats: [0, 5], Round Complete: False
0,0,0,0,1,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
0,0,1,0,0,0,0,0
1,0,1,0,0,1,1,1
1,0,0,0,1,0,0,1
0,1,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:43:00, Timestep: 44, Round: 3, Target Node: 2, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 4, Current Connections: 5, Cumulative Connections: 5/7, Connected Sats: [1, 3, 4, 6, 7], Missing Sats: [0, 5], Round Complete: False
0,0,0,0,1,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
0,0,1,0,0,0,0,0
1,0,1,0,0,1,1,1
1,0,0,0,1,0,0,1
0,1,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:44:00, Timestep: 45, Round: 3, Target Node: 2, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 5, Current Connections: 5, Cumulative Connections: 5/7, Connected Sats: [1, 3, 4, 6, 7], Missing Sats: [0, 5], Round Complete: False
0,0,0,0,1,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
0,0,1,0,0,0,0,0
1,0,1,0,0,1,1,1
1,0,0,0,1,0,0,1
0,1,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:45:00, Timestep: 46, Round: 3, Target Node: 2, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 6, Current Connections: 5, Cumulative Connections: 5/7, Connected Sats: [1, 3, 4, 6, 7], Missing Sats: [0, 5], Round Complete: False
0,0,0,0,1,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
0,0,1,0,0,0,0,0
1,0,1,0,0,1,1,1
1,0,0,0,1,0,0,1
0,1,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:46:00, Timestep: 47, Round: 3, Target Node: 2, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 7, Current Connections: 5, Cumulative Connections: 5/7, Connected Sats: [1, 3, 4, 6, 7], Missing Sats: [0, 5], Round Complete: False
0,0,0,0,1,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
0,0,1,0,0,0,0,0
1,0,1,0,0,1,1,1
1,0,0,0,1,0,0,1
0,1,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:47:00, Timestep: 48, Round: 3, Target Node: 2, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 8, Current Connections: 5, Cumulative Connections: 5/7, Connected Sats: [1, 3, 4, 6, 7], Missing Sats: [0, 5], Round Complete: False
0,0,0,0,1,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
0,0,1,0,0,1,0,0
1,0,1,0,0,0,1,1
1,0,0,1,0,0,0,1
0,1,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:48:00, Timestep: 49, Round: 3, Target Node: 2, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 9, Current Connections: 5, Cumulative Connections: 5/7, Connected Sats: [1, 3, 4, 6, 7], Missing Sats: [0, 5], Round Complete: False
0,0,0,0,1,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
0,0,1,0,0,1,0,0
1,0,1,0,0,0,1,1
1,0,0,1,0,0,0,1
0,1,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:49:00, Timestep: 50, Round: 3, Target Node: 2, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 10, Current Connections: 5, Cumulative Connections: 5/7, Connected Sats: [1, 3, 4, 6, 7], Missing Sats: [0, 5], Round Complete: False
0,0,0,0,1,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
0,0,1,0,0,1,0,0
1,0,1,0,0,0,1,1
1,0,0,1,0,0,0,1
0,1,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:50:00, Timestep: 51, Round: 3, Target Node: 2, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 11, Current Connections: 5, Cumulative Connections: 5/7, Connected Sats: [1, 3, 4, 6, 7], Missing Sats: [0, 5], Round Complete: False
0,0,0,0,0,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
0,0,1,0,0,1,0,0
0,0,1,0,0,0,1,1
1,0,0,1,0,0,0,1
0,1,1,0,1,0,0,1
1,0,1,0,1,1,1,0
Time: 2025-01-07 00:51:00, Timestep: 52, Round: 3, Target Node: 2, Phase: TRANSMITTING, Round Length: 20, Timestep in Round: 12, Current Connections: 5, Cumulative Connections: 5/7, Connected Sats: [1, 3, 4, 6, 7], Missing Sats: [0, 5], Round Complete: False
0,0,0,0,0,1,0,1
0,0,1,0,0,0,1,0
0,1,0,1,1,0,1,1
0,0,1,0,0,1,0,0
0,0,1,0,0,0,1,1
1,0,0,1,0,0,0,1
0,1,1,0,1,0,0,1
1,0,1,0,1,1,1,0
